dam,date,precipitation_sum,temperature_2m_mean,temperature_2m_max,relative_humidity_2m_mean,et0_fao_evapotranspiration,source,n_points
Ambuklao,2016-01-02,0.7,23.2,26.7,86.0,2.03,archive,
Ambuklao,2016-01-03,2.5,23.2,27.5,85.0,3.05,archive,
Ambuklao,2016-01-04,0.2,22.4,27.8,83.0,3.41,archive,
Ambuklao,2016-01-05,1.6,22.0,26.8,84.0,3.22,archive,
Ambuklao,2016-01-06,1.1,22.7,26.3,87.0,3.46,archive,
Ambuklao,2016-01-07,0.9,21.9,25.9,87.0,2.82,archive,
Ambuklao,2016-01-08,1.1,22.1,25.0,89.0,2.83,archive,
Ambuklao,2016-01-09,0.6,22.3,26.0,88.0,2.82,archive,
Ambuklao,2016-01-10,0.0,22.7,27.0,84.0,3.57,archive,
Ambuklao,2016-01-11,0.0,22.1,26.9,87.0,3.62,archive,
Ambuklao,2016-01-12,3.2,23.1,26.7,88.0,2.92,archive,
Ambuklao,2016-01-13,1.2,23.2,26.3,86.0,3.36,archive,
Ambuklao,2016-01-14,1.1,23.2,26.1,86.0,2.91,archive,
Ambuklao,2016-01-15,0.3,23.5,27.3,84.0,3.3,archive,
Ambuklao,2016-01-16,1.5,23.4,26.4,86.0,3.19,archive,
Ambuklao,2016-01-17,0.0,23.2,27.1,86.0,3.57,archive,
Ambuklao,2016-01-18,0.8,23.2,26.7,86.0,3.13,archive,
Ambuklao,2016-01-19,1.2,23.6,26.6,84.0,2.8,archive,
Ambuklao,2016-01-20,0.2,23.6,26.9,79.0,2.94,archive,
Ambuklao,2016-01-21,1.0,23.3,27.0,82.0,3.51,archive,
Ambuklao,2016-01-22,0.8,23.2,26.4,88.0,2.84,archive,
Ambuklao,2016-01-23,0.8,23.5,26.8,86.0,3.2,archive,
Ambuklao,2016-01-24,0.0,22.3,24.9,77.0,2.51,archive,
Ambuklao,2016-01-25,0.0,20.1,22.8,70.0,2.44,archive,
Ambuklao,2016-01-26,0.5,19.9,23.3,73.0,2.59,archive,
Ambuklao,2016-01-27,0.0,21.3,26.2,71.0,3.37,archive,
Ambuklao,2016-01-28,0.0,22.8,27.7,72.0,3.35,archive,
Ambuklao,2016-01-29,2.0,22.7,27.8,82.0,3.83,archive,
Ambuklao,2016-01-30,4.0,22.8,26.8,88.0,3.21,archive,
Ambuklao,2016-01-31,0.0,23.9,28.4,77.0,3.28,archive,
Ambuklao,2016-02-01,0.4,22.9,27.4,80.0,3.88,archive,
Ambuklao,2016-02-02,0.0,22.7,27.4,77.0,3.61,archive,
Ambuklao,2016-02-03,0.0,23.4,27.4,77.0,3.01,archive,
Ambuklao,2016-02-04,8.4,23.5,26.8,85.0,2.54,archive,
Ambuklao,2016-02-05,4.2,23.1,25.7,94.0,2.17,archive,
Ambuklao,2016-02-06,1.2,21.9,23.5,91.0,1.21,archive,
Ambuklao,2016-02-07,2.3,19.5,21.2,83.0,0.99,archive,
Ambuklao,2016-02-08,0.2,19.8,23.1,74.0,2.43,archive,
Ambuklao,2016-02-09,0.1,21.0,24.9,75.0,2.94,archive,
Ambuklao,2016-02-10,0.5,21.9,26.3,78.0,2.74,archive,
Ambuklao,2016-02-11,0.2,22.5,27.0,78.0,3.54,archive,
Ambuklao,2016-02-12,1.9,22.3,26.2,85.0,3.21,archive,
Ambuklao,2016-02-13,1.1,22.9,27.0,84.0,4.03,archive,
Ambuklao,2016-02-14,0.1,22.9,27.2,84.0,3.82,archive,
Ambuklao,2016-02-15,0.1,22.8,27.3,81.0,3.61,archive,
Ambuklao,2016-02-16,1.2,22.0,24.4,85.0,1.84,archive,
Ambuklao,2016-02-17,2.0,22.0,25.5,84.0,2.92,archive,
Ambuklao,2016-02-18,0.9,22.3,26.1,85.0,3.43,archive,
Ambuklao,2016-02-19,0.3,22.2,26.8,85.0,3.39,archive,
Ambuklao,2016-02-20,3.2,22.4,26.1,85.0,3.4,archive,
Ambuklao,2016-02-21,2.4,22.8,26.4,81.0,2.83,archive,
Ambuklao,2016-02-22,0.0,23.2,27.8,79.0,3.56,archive,
Ambuklao,2016-02-23,0.1,23.4,28.8,79.0,4.43,archive,
Ambuklao,2016-02-24,0.3,22.8,27.8,75.0,3.65,archive,
Ambuklao,2016-02-25,0.7,23.6,27.2,72.0,3.08,archive,
Ambuklao,2016-02-26,0.0,23.2,27.2,71.0,2.83,archive,
Ambuklao,2016-02-27,0.0,23.3,27.9,73.0,4.22,archive,
Ambuklao,2016-02-28,1.0,22.5,24.6,77.0,1.45,archive,
Ambuklao,2016-02-29,0.8,22.8,26.4,77.0,2.52,archive,
Ambuklao,2016-03-01,0.7,22.3,24.9,73.0,2.4,archive,
Ambuklao,2016-03-02,0.4,21.7,24.6,73.0,1.85,archive,
Ambuklao,2016-03-03,4.6,22.1,25.4,82.0,1.95,archive,
Ambuklao,2016-03-04,4.2,22.7,26.1,90.0,1.97,archive,
Ambuklao,2016-03-05,3.3,23.6,27.0,90.0,3.38,archive,
Ambuklao,2016-03-06,0.0,24.1,27.8,85.0,3.96,archive,
Ambuklao,2016-03-07,2.2,23.9,27.1,85.0,3.46,archive,
Ambuklao,2016-03-08,1.9,24.6,28.5,84.0,3.98,archive,
Ambuklao,2016-03-09,0.1,24.4,29.2,83.0,4.58,archive,
Ambuklao,2016-03-10,2.6,24.1,27.6,85.0,3.79,archive,
Ambuklao,2016-03-11,7.3,24.2,27.6,83.0,3.09,archive,
Ambuklao,2016-03-12,1.3,24.6,29.0,79.0,3.87,archive,
Ambuklao,2016-03-13,3.0,24.5,27.7,81.0,3.93,archive,
Ambuklao,2016-03-14,3.0,23.8,26.7,85.0,3.95,archive,
Ambuklao,2016-03-15,3.8,23.5,27.2,84.0,3.94,archive,
Ambuklao,2016-03-16,7.5,23.5,25.9,90.0,2.73,archive,
Ambuklao,2016-03-17,5.9,24.0,27.3,89.0,3.65,archive,
Ambuklao,2016-03-18,3.0,24.4,27.9,87.0,3.68,archive,
Ambuklao,2016-03-19,0.8,24.7,29.1,84.0,4.59,archive,
Ambuklao,2016-03-20,0.0,24.5,30.2,79.0,4.99,archive,
Ambuklao,2016-03-21,1.9,24.1,27.9,83.0,4.25,archive,
Ambuklao,2016-03-22,1.9,24.8,29.7,82.0,4.52,archive,
Ambuklao,2016-03-23,4.8,24.4,27.8,87.0,4.08,archive,
Ambuklao,2016-03-24,8.9,24.1,27.5,89.0,3.6,archive,
Ambuklao,2016-03-25,3.6,23.8,26.9,87.0,3.46,archive,
Ambuklao,2016-03-26,3.7,23.0,26.9,82.0,3.8,archive,
Ambuklao,2016-03-27,3.1,22.7,26.2,80.0,4.34,archive,
Ambuklao,2016-03-28,1.2,22.7,25.9,73.0,3.7,archive,
Ambuklao,2016-03-29,0.6,23.2,27.2,72.0,3.86,archive,
Ambuklao,2016-03-30,3.2,24.0,27.4,80.0,3.85,archive,
Ambuklao,2016-03-31,5.7,23.9,27.8,85.0,4.1,archive,
Ambuklao,2016-04-01,13.1,24.1,27.6,88.0,4.1,archive,
Ambuklao,2016-04-02,20.5,24.3,27.3,89.0,3.38,archive,
Ambuklao,2016-04-03,4.7,24.4,28.6,83.0,4.16,archive,
Ambuklao,2016-04-04,0.2,24.5,29.5,80.0,5.05,archive,
Ambuklao,2016-04-05,0.7,24.7,29.0,79.0,4.91,archive,
Ambuklao,2016-04-06,1.3,24.8,28.8,80.0,4.0,archive,
Ambuklao,2016-04-07,0.7,24.9,30.5,77.0,5.05,archive,
Ambuklao,2016-04-08,0.5,25.4,30.3,79.0,4.9,archive,
Ambuklao,2016-04-09,2.0,25.0,28.3,83.0,4.35,archive,
Ambuklao,2016-04-10,0.0,25.3,29.3,82.0,4.53,archive,
Ambuklao,2016-04-11,1.8,25.2,28.5,83.0,4.48,archive,
Ambuklao,2016-04-12,3.3,25.2,29.2,83.0,4.52,archive,
Ambuklao,2016-04-13,0.7,25.6,29.6,82.0,5.11,archive,
Ambuklao,2016-04-14,0.3,26.1,30.8,80.0,5.31,archive,
Ambuklao,2016-04-15,8.9,25.9,30.3,86.0,4.26,archive,
Ambuklao,2016-04-16,5.9,25.6,30.5,84.0,4.48,archive,
Ambuklao,2016-04-17,9.3,25.6,30.6,83.0,4.75,archive,
Ambuklao,2016-04-18,3.6,25.0,28.9,84.0,4.91,archive,
Ambuklao,2016-04-19,0.5,25.6,30.7,77.0,4.82,archive,
Ambuklao,2016-04-20,1.0,25.4,29.8,74.0,4.43,archive,
Ambuklao,2016-04-21,0.4,25.4,31.1,73.0,5.53,archive,
Ambuklao,2016-04-22,1.7,25.1,30.0,81.0,5.22,archive,
Ambuklao,2016-04-23,0.0,25.8,30.8,76.0,5.37,archive,
Ambuklao,2016-04-24,0.4,25.6,29.9,77.0,4.95,archive,
Ambuklao,2016-04-25,2.1,25.1,29.5,80.0,4.85,archive,
Ambuklao,2016-04-26,11.5,25.3,29.9,84.0,4.64,archive,
Ambuklao,2016-04-27,3.2,25.5,29.9,81.0,5.39,archive,
Ambuklao,2016-04-28,6.0,25.3,29.0,85.0,4.48,archive,
Ambuklao,2016-04-29,14.8,24.9,28.7,89.0,3.99,archive,
Ambuklao,2016-04-30,6.2,25.2,28.9,87.0,4.2,archive,
Ambuklao,2016-05-01,11.2,25.3,28.7,88.0,4.23,archive,
Ambuklao,2016-05-02,6.0,25.2,29.5,86.0,4.44,archive,
Ambuklao,2016-05-03,10.2,25.6,30.1,86.0,4.64,archive,
Ambuklao,2016-05-04,2.5,25.8,30.2,83.0,5.12,archive,
Ambuklao,2016-05-05,3.4,25.4,30.6,81.0,5.31,archive,
Ambuklao,2016-05-06,4.5,25.3,29.6,85.0,4.73,archive,
Ambuklao,2016-05-07,0.2,26.0,30.2,80.0,5.23,archive,
Ambuklao,2016-05-08,0.0,25.8,30.8,74.0,5.26,archive,
Ambuklao,2016-05-09,1.6,25.5,30.0,79.0,5.01,archive,
Ambuklao,2016-05-10,0.6,25.6,29.5,83.0,4.97,archive,
Ambuklao,2016-05-11,12.4,25.2,28.5,87.0,3.69,archive,
Ambuklao,2016-05-12,15.2,25.2,28.0,88.0,3.44,archive,
Ambuklao,2016-05-13,15.1,25.2,29.3,86.0,4.23,archive,
Ambuklao,2016-05-14,1.5,26.0,30.6,81.0,5.02,archive,
Ambuklao,2016-05-15,23.6,25.4,29.3,86.0,4.02,archive,
Ambuklao,2016-05-16,24.2,25.0,28.6,89.0,3.82,archive,
Ambuklao,2016-05-17,17.0,24.8,28.5,88.0,4.08,archive,
Ambuklao,2016-05-18,19.5,25.0,29.2,89.0,4.03,archive,
Ambuklao,2016-05-19,10.8,24.6,27.3,92.0,3.26,archive,
Ambuklao,2016-05-20,16.3,24.7,28.1,91.0,3.51,archive,
Ambuklao,2016-05-21,16.6,24.7,28.1,91.0,3.45,archive,
Ambuklao,2016-05-22,6.8,24.9,28.3,89.0,3.7,archive,
Ambuklao,2016-05-23,7.3,24.5,27.2,92.0,2.29,archive,
Ambuklao,2016-05-24,14.5,24.7,27.5,91.0,2.64,archive,
Ambuklao,2016-05-25,17.6,24.5,27.5,92.0,2.67,archive,
Ambuklao,2016-05-26,2.1,25.3,29.0,86.0,3.98,archive,
Ambuklao,2016-05-27,22.7,25.0,29.1,92.0,3.8,archive,
Ambuklao,2016-05-28,5.7,25.2,28.9,88.0,4.62,archive,
Ambuklao,2016-05-29,22.5,25.0,28.8,91.0,4.37,archive,
Ambuklao,2016-05-30,14.7,25.2,29.0,89.0,4.59,archive,
Ambuklao,2016-05-31,8.1,24.9,28.1,91.0,4.2,archive,
Ambuklao,2016-06-01,10.8,24.7,28.9,94.0,4.08,archive,
Ambuklao,2016-06-02,17.3,24.5,28.4,92.0,4.06,archive,
Ambuklao,2016-06-03,11.4,24.7,27.9,92.0,4.27,archive,
Ambuklao,2016-06-04,11.6,24.7,27.5,92.0,3.96,archive,
Ambuklao,2016-06-05,23.1,24.7,27.7,92.0,3.84,archive,
Ambuklao,2016-06-06,13.9,24.4,27.9,93.0,3.88,archive,
Ambuklao,2016-06-07,17.7,24.4,28.2,94.0,3.58,archive,
Ambuklao,2016-06-08,5.5,24.4,26.8,91.0,2.63,archive,
Ambuklao,2016-06-09,7.1,24.3,27.1,92.0,2.57,archive,
Ambuklao,2016-06-10,17.1,24.5,28.1,90.0,3.68,archive,
Ambuklao,2016-06-11,3.7,25.1,28.8,87.0,4.47,archive,
Ambuklao,2016-06-12,26.1,24.3,27.3,93.0,3.67,archive,
Ambuklao,2016-06-13,11.8,24.2,27.2,92.0,3.79,archive,
Ambuklao,2016-06-14,12.1,24.1,27.0,93.0,3.9,archive,
Ambuklao,2016-06-15,10.4,24.5,28.1,90.0,4.4,archive,
Ambuklao,2016-06-16,10.2,24.9,28.7,90.0,4.68,archive,
Ambuklao,2016-06-17,7.3,25.0,29.2,88.0,4.48,archive,
Ambuklao,2016-06-18,2.0,25.6,29.9,84.0,4.82,archive,
Ambuklao,2016-06-19,5.1,25.7,29.1,83.0,4.37,archive,
Ambuklao,2016-06-20,23.4,24.7,29.2,87.0,4.36,archive,
Ambuklao,2016-06-21,2.6,24.9,28.5,88.0,4.84,archive,
Ambuklao,2016-06-22,14.9,24.7,29.1,89.0,4.46,archive,
Ambuklao,2016-06-23,14.3,24.7,28.2,91.0,3.19,archive,
Ambuklao,2016-06-24,32.6,24.5,29.7,91.0,3.91,archive,
Ambuklao,2016-06-25,7.1,24.7,29.4,88.0,4.4,archive,
Ambuklao,2016-06-26,8.0,24.8,28.9,87.0,4.3,archive,
Ambuklao,2016-06-27,29.2,24.3,27.3,92.0,2.76,archive,
Ambuklao,2016-06-28,8.4,24.9,29.9,88.0,3.98,archive,
Ambuklao,2016-06-29,4.9,24.5,29.3,89.0,4.47,archive,
Ambuklao,2016-06-30,15.7,24.5,28.7,91.0,4.09,archive,
Ambuklao,2016-07-01,16.4,24.6,29.1,90.0,4.57,archive,
Ambuklao,2016-07-02,6.5,24.3,28.8,89.0,4.82,archive,
Ambuklao,2016-07-03,21.7,24.0,27.8,90.0,4.79,archive,
Ambuklao,2016-07-04,8.2,24.6,28.6,87.0,4.82,archive,
Ambuklao,2016-07-05,18.3,24.3,27.8,91.0,3.87,archive,
Ambuklao,2016-07-06,60.1,24.1,27.8,92.0,4.03,archive,
Ambuklao,2016-07-07,29.7,23.8,26.8,95.0,2.84,archive,
Ambuklao,2016-07-08,16.5,23.6,25.8,96.0,3.03,archive,
Ambuklao,2016-07-09,54.5,22.9,23.8,97.0,0.84,archive,
Ambuklao,2016-07-10,31.9,23.2,24.9,96.0,1.35,archive,
Ambuklao,2016-07-11,9.2,23.7,26.7,94.0,2.24,archive,
Ambuklao,2016-07-12,8.0,24.2,27.2,91.0,3.61,archive,
Ambuklao,2016-07-13,20.8,24.3,28.1,91.0,4.58,archive,
Ambuklao,2016-07-14,15.7,24.3,28.1,90.0,4.55,archive,
Ambuklao,2016-07-15,4.5,24.7,29.0,89.0,5.03,archive,
Ambuklao,2016-07-16,13.7,24.9,28.0,90.0,4.45,archive,
Ambuklao,2016-07-17,4.7,25.0,28.8,85.0,5.23,archive,
Ambuklao,2016-07-18,10.5,24.5,28.4,87.0,4.99,archive,
Ambuklao,2016-07-19,19.8,24.1,28.1,89.0,4.27,archive,
Ambuklao,2016-07-20,22.0,24.2,29.3,88.0,4.74,archive,
Ambuklao,2016-07-21,22.8,24.5,29.0,88.0,4.67,archive,
Ambuklao,2016-07-22,20.4,24.2,28.2,90.0,4.5,archive,
Ambuklao,2016-07-23,31.2,24.1,28.3,90.0,4.4,archive,
Ambuklao,2016-07-24,37.7,23.7,26.9,94.0,2.92,archive,
Ambuklao,2016-07-25,10.4,24.4,27.9,90.0,4.54,archive,
Ambuklao,2016-07-26,7.4,24.6,28.7,89.0,4.35,archive,
Ambuklao,2016-07-27,4.6,24.5,27.9,89.0,4.85,archive,
Ambuklao,2016-07-28,2.8,24.6,28.9,86.0,4.87,archive,
Ambuklao,2016-07-29,9.7,24.6,28.9,88.0,4.79,archive,
Ambuklao,2016-07-30,21.7,24.0,27.6,91.0,3.96,archive,
Ambuklao,2016-07-31,42.4,23.2,25.4,94.0,1.63,archive,
Ambuklao,2016-08-01,22.8,23.4,25.8,94.0,2.5,archive,
Ambuklao,2016-08-02,18.7,24.2,27.6,90.0,3.4,archive,
Ambuklao,2016-08-03,18.6,24.3,28.4,91.0,3.96,archive,
Ambuklao,2016-08-04,4.1,24.6,28.4,89.0,4.84,archive,
Ambuklao,2016-08-05,25.9,24.6,28.5,90.0,4.59,archive,
Ambuklao,2016-08-06,12.4,24.4,28.2,90.0,4.08,archive,
Ambuklao,2016-08-07,52.8,23.1,25.3,95.0,1.9,archive,
Ambuklao,2016-08-08,16.0,23.3,26.1,95.0,2.59,archive,
Ambuklao,2016-08-09,131.0,22.7,23.1,98.0,0.55,archive,
Ambuklao,2016-08-10,13.7,23.0,24.5,97.0,1.46,archive,
Ambuklao,2016-08-11,9.8,23.8,27.1,94.0,3.01,archive,
Ambuklao,2016-08-12,18.2,23.5,26.2,95.0,2.16,archive,
Ambuklao,2016-08-13,34.1,23.2,24.2,96.0,1.34,archive,
Ambuklao,2016-08-14,45.3,23.5,24.6,96.0,1.6,archive,
Ambuklao,2016-08-15,54.3,23.7,25.3,97.0,1.7,archive,
Ambuklao,2016-08-16,48.1,23.7,25.8,96.0,2.11,archive,
Ambuklao,2016-08-17,21.2,23.7,26.3,94.0,2.58,archive,
Ambuklao,2016-08-18,7.4,24.1,26.8,91.0,3.05,archive,
Ambuklao,2016-08-19,7.0,24.2,27.0,90.0,3.48,archive,
Ambuklao,2016-08-20,6.0,24.0,26.8,94.0,2.76,archive,
Ambuklao,2016-08-21,24.1,24.1,27.2,92.0,3.68,archive,
Ambuklao,2016-08-22,16.2,24.4,28.5,91.0,3.65,archive,
Ambuklao,2016-08-23,12.7,24.3,26.8,94.0,2.59,archive,
Ambuklao,2016-08-24,7.6,24.7,27.5,93.0,3.93,archive,
Ambuklao,2016-08-25,6.4,24.3,27.4,93.0,3.45,archive,
Ambuklao,2016-08-26,8.3,24.2,26.9,93.0,3.47,archive,
Ambuklao,2016-08-27,27.6,23.6,26.0,96.0,2.55,archive,
Ambuklao,2016-08-28,25.7,23.2,24.3,96.0,1.46,archive,
Ambuklao,2016-08-29,29.6,23.2,25.5,95.0,2.13,archive,
Ambuklao,2016-08-30,9.3,23.6,26.7,95.0,3.29,archive,
Ambuklao,2016-08-31,20.7,23.2,25.3,95.0,2.45,archive,
Ambuklao,2016-09-01,4.3,23.7,26.8,92.0,3.21,archive,
Ambuklao,2016-09-02,1.9,24.5,27.3,82.0,4.59,archive,
Ambuklao,2016-09-03,2.9,24.1,27.1,86.0,3.8,archive,
Ambuklao,2016-09-04,10.1,24.1,27.5,91.0,3.22,archive,
Ambuklao,2016-09-05,7.6,23.8,27.4,94.0,2.52,archive,
Ambuklao,2016-09-06,2.7,24.5,27.6,90.0,3.06,archive,
Ambuklao,2016-09-07,8.3,24.2,27.6,91.0,3.95,archive,
Ambuklao,2016-09-08,36.2,24.5,27.6,91.0,3.87,archive,
Ambuklao,2016-09-09,8.4,24.3,28.0,91.0,4.44,archive,
Ambuklao,2016-09-10,11.4,24.4,28.8,88.0,4.45,archive,
Ambuklao,2016-09-11,3.6,24.9,29.1,88.0,4.57,archive,
Ambuklao,2016-09-12,10.3,24.2,28.4,90.0,4.71,archive,
Ambuklao,2016-09-13,7.3,23.2,26.1,94.0,2.8,archive,
Ambuklao,2016-09-14,11.3,22.9,25.4,95.0,2.27,archive,
Ambuklao,2016-09-15,13.8,23.5,27.4,92.0,3.92,archive,
Ambuklao,2016-09-16,6.8,23.9,26.7,94.0,2.91,archive,
Ambuklao,2016-09-17,13.2,24.1,26.7,93.0,2.85,archive,
Ambuklao,2016-09-18,5.4,24.2,27.0,93.0,3.24,archive,
Ambuklao,2016-09-19,26.2,23.8,27.3,93.0,3.09,archive,
Ambuklao,2016-09-20,23.3,24.0,27.9,93.0,3.26,archive,
Ambuklao,2016-09-21,16.5,24.0,28.1,91.0,3.71,archive,
Ambuklao,2016-09-22,26.6,23.8,27.9,92.0,3.36,archive,
Ambuklao,2016-09-23,16.0,24.1,27.7,92.0,3.47,archive,
Ambuklao,2016-09-24,5.6,24.5,27.3,90.0,4.23,archive,
Ambuklao,2016-09-25,3.7,24.4,28.1,91.0,4.34,archive,
Ambuklao,2016-09-26,8.3,23.9,27.2,93.0,3.43,archive,
Ambuklao,2016-09-27,4.6,23.6,25.7,94.0,3.05,archive,
Ambuklao,2016-09-28,3.5,23.6,26.8,93.0,3.53,archive,
Ambuklao,2016-09-29,3.5,23.4,26.0,92.0,2.8,archive,
Ambuklao,2016-09-30,6.5,23.0,25.6,93.0,3.05,archive,
Ambuklao,2016-10-01,23.8,23.5,27.1,94.0,3.43,archive,
Ambuklao,2016-10-02,10.9,23.6,26.8,95.0,2.59,archive,
Ambuklao,2016-10-03,9.2,23.3,26.1,95.0,2.53,archive,
Ambuklao,2016-10-04,22.0,23.4,26.7,94.0,2.54,archive,
Ambuklao,2016-10-05,8.3,24.3,27.8,90.0,3.97,archive,
Ambuklao,2016-10-06,8.2,23.8,26.9,92.0,3.29,archive,
Ambuklao,2016-10-07,23.2,23.1,24.6,96.0,1.25,archive,
Ambuklao,2016-10-08,18.7,23.7,26.1,94.0,2.06,archive,
Ambuklao,2016-10-09,28.8,23.6,26.4,95.0,2.22,archive,
Ambuklao,2016-10-10,20.2,23.6,26.3,96.0,2.22,archive,
Ambuklao,2016-10-11,13.7,23.7,26.9,93.0,2.43,archive,
Ambuklao,2016-10-12,7.5,23.8,27.7,90.0,3.42,archive,
Ambuklao,2016-10-13,3.9,23.4,27.1,90.0,3.05,archive,
Ambuklao,2016-10-14,0.2,23.7,27.9,84.0,4.02,archive,
Ambuklao,2016-10-15,24.5,23.5,25.3,93.0,1.15,archive,
Ambuklao,2016-10-16,70.4,23.4,24.5,95.0,0.85,archive,
Ambuklao,2016-10-17,19.6,24.3,27.7,93.0,2.22,archive,
Ambuklao,2016-10-18,2.8,24.4,28.3,89.0,3.92,archive,
Ambuklao,2016-10-19,40.4,23.0,26.9,94.0,2.15,archive,
Ambuklao,2016-10-20,119.0,23.3,23.8,97.0,0.83,archive,
Ambuklao,2016-10-21,6.9,24.6,28.0,92.0,2.73,archive,
Ambuklao,2016-10-22,5.7,24.3,28.6,91.0,3.66,archive,
Ambuklao,2016-10-23,3.5,24.1,28.5,90.0,3.9,archive,
Ambuklao,2016-10-24,0.8,24.4,28.7,88.0,3.94,archive,
Ambuklao,2016-10-25,0.0,23.9,28.8,83.0,4.55,archive,
Ambuklao,2016-10-26,0.0,23.5,29.1,79.0,4.52,archive,
Ambuklao,2016-10-27,0.0,23.6,29.5,80.0,4.44,archive,
Ambuklao,2016-10-28,0.0,23.7,29.0,83.0,4.07,archive,
Ambuklao,2016-10-29,0.0,24.2,29.0,79.0,3.75,archive,
Ambuklao,2016-10-30,1.0,24.7,27.8,80.0,3.14,archive,
Ambuklao,2016-10-31,0.0,24.9,29.4,78.0,3.83,archive,
Ambuklao,2016-11-01,0.2,24.2,28.5,81.0,3.37,archive,
Ambuklao,2016-11-02,3.4,24.6,27.4,83.0,2.87,archive,
Ambuklao,2016-11-03,0.6,24.8,28.4,81.0,3.18,archive,
Ambuklao,2016-11-04,3.3,24.2,27.7,86.0,2.99,archive,
Ambuklao,2016-11-05,4.4,23.7,26.5,91.0,3.39,archive,
Ambuklao,2016-11-06,1.3,24.3,27.2,87.0,3.41,archive,
Ambuklao,2016-11-07,2.6,23.1,26.0,88.0,3.18,archive,
Ambuklao,2016-11-08,0.9,22.5,26.7,87.0,3.58,archive,
Ambuklao,2016-11-09,0.0,22.3,26.8,83.0,3.64,archive,
Ambuklao,2016-11-10,0.0,22.1,27.1,83.0,3.89,archive,
Ambuklao,2016-11-11,0.3,23.5,27.8,81.0,3.13,archive,
Ambuklao,2016-11-12,0.0,24.0,28.1,81.0,3.23,archive,
Ambuklao,2016-11-13,0.0,22.9,28.6,76.0,4.21,archive,
Ambuklao,2016-11-14,0.0,23.4,29.2,78.0,3.76,archive,
Ambuklao,2016-11-15,0.0,24.4,29.2,79.0,3.52,archive,
Ambuklao,2016-11-16,4.4,24.5,27.1,86.0,2.27,archive,
Ambuklao,2016-11-17,0.1,24.9,28.5,83.0,2.99,archive,
Ambuklao,2016-11-18,0.1,24.8,28.6,80.0,2.68,archive,
Ambuklao,2016-11-19,6.7,23.7,26.7,84.0,1.84,archive,
Ambuklao,2016-11-20,0.3,24.0,28.4,81.0,3.29,archive,
Ambuklao,2016-11-21,0.0,23.5,28.7,83.0,3.95,archive,
Ambuklao,2016-11-22,0.0,23.2,28.8,77.0,4.09,archive,
Ambuklao,2016-11-23,0.3,22.7,28.2,81.0,3.92,archive,
Ambuklao,2016-11-24,0.0,23.6,28.2,80.0,3.18,archive,
Ambuklao,2016-11-25,8.7,23.8,27.5,83.0,2.27,archive,
Ambuklao,2016-11-26,30.8,22.9,25.0,94.0,0.84,archive,
Ambuklao,2016-11-27,6.7,23.8,26.4,92.0,1.9,archive,
Ambuklao,2016-11-28,13.5,23.9,27.2,90.0,2.61,archive,
Ambuklao,2016-11-29,0.5,24.0,27.0,85.0,2.67,archive,
Ambuklao,2016-11-30,0.0,24.1,28.3,81.0,3.22,archive,
Ambuklao,2016-12-01,0.0,23.4,28.2,80.0,3.5,archive,
Ambuklao,2016-12-02,0.0,23.3,28.1,80.0,3.07,archive,
Ambuklao,2016-12-03,0.0,23.5,28.0,78.0,3.45,archive,
Ambuklao,2016-12-04,0.0,23.4,28.2,81.0,3.12,archive,
Ambuklao,2016-12-05,0.0,23.9,28.9,79.0,3.29,archive,
Ambuklao,2016-12-06,0.0,23.7,27.7,78.0,3.55,archive,
Ambuklao,2016-12-07,0.0,24.0,28.5,79.0,2.64,archive,
Ambuklao,2016-12-08,14.4,23.1,24.5,93.0,1.04,archive,
Ambuklao,2016-12-09,1.0,23.6,26.9,88.0,2.73,archive,
Ambuklao,2016-12-10,7.4,23.4,26.0,90.0,2.12,archive,
Ambuklao,2016-12-11,3.0,23.8,26.6,85.0,2.3,archive,
Ambuklao,2016-12-12,0.4,23.5,26.3,86.0,2.42,archive,
Ambuklao,2016-12-13,4.1,23.2,27.1,89.0,2.51,archive,
Ambuklao,2016-12-14,8.2,23.3,27.5,89.0,2.76,archive,
Ambuklao,2016-12-15,6.5,23.1,26.1,85.0,1.97,archive,
Ambuklao,2016-12-16,7.1,21.6,22.9,88.0,1.01,archive,
Ambuklao,2016-12-17,1.1,21.6,24.0,80.0,1.95,archive,
Ambuklao,2016-12-18,0.0,22.5,25.9,80.0,2.32,archive,
Ambuklao,2016-12-19,0.0,22.6,27.4,78.0,3.4,archive,
Ambuklao,2016-12-20,0.0,23.0,28.1,80.0,3.29,archive,
Ambuklao,2016-12-21,0.7,23.8,28.0,81.0,2.94,archive,
Ambuklao,2016-12-22,0.0,22.9,27.7,83.0,3.56,archive,
Ambuklao,2016-12-23,0.0,22.1,27.1,78.0,3.4,archive,
Ambuklao,2016-12-24,0.2,23.1,26.8,80.0,2.44,archive,
Ambuklao,2016-12-25,0.0,23.5,28.3,76.0,3.2,archive,
Ambuklao,2016-12-26,0.4,24.0,26.8,85.0,1.4,archive,
Ambuklao,2016-12-27,6.4,24.4,28.1,89.0,2.76,archive,
Ambuklao,2016-12-28,0.0,24.4,27.7,85.0,2.54,archive,
Ambuklao,2016-12-29,3.5,23.9,26.6,85.0,2.17,archive,
Ambuklao,2016-12-30,0.0,23.3,26.0,82.0,1.76,archive,
Ambuklao,2016-12-31,0.2,22.8,25.6,80.0,2.74,archive,
Ambuklao,2017-01-01,0.0,22.0,25.1,85.0,2.84,archive,
