dam,date,precipitation_sum,temperature_2m_mean,temperature_2m_max,relative_humidity_2m_mean,et0_fao_evapotranspiration,source,n_points
La Mesa,2016-06-12,14.2,26.8,28.9,89.0,3.22,archive,
La Mesa,2016-06-13,5.9,27.2,29.6,85.0,4.29,archive,
La Mesa,2016-06-14,4.4,27.2,30.0,85.0,3.93,archive,
La Mesa,2016-06-15,2.3,28.1,31.1,84.0,4.31,archive,
La Mesa,2016-06-16,2.7,28.1,31.3,82.0,4.36,archive,
La Mesa,2016-06-17,8.1,28.0,31.2,84.0,4.26,archive,
La Mesa,2016-06-18,0.0,28.4,31.9,80.0,4.81,archive,
La Mesa,2016-06-19,0.6,28.4,31.6,79.0,4.54,archive,
La Mesa,2016-06-20,11.8,27.7,31.0,82.0,3.56,archive,
La Mesa,2016-06-21,9.1,27.7,31.0,83.0,3.73,archive,
La Mesa,2016-06-22,13.5,27.3,30.4,84.0,3.13,archive,
La Mesa,2016-06-23,17.9,27.1,29.9,86.0,3.14,archive,
La Mesa,2016-06-24,4.3,27.5,30.4,84.0,3.55,archive,
La Mesa,2016-06-25,9.1,27.2,30.6,84.0,3.85,archive,
La Mesa,2016-06-26,21.1,26.7,29.3,88.0,2.91,archive,
La Mesa,2016-06-27,16.3,26.7,29.8,87.0,3.29,archive,
La Mesa,2016-06-28,15.1,27.1,31.0,86.0,3.77,archive,
La Mesa,2016-06-29,8.9,27.4,30.4,85.0,3.32,archive,
La Mesa,2016-06-30,17.0,27.1,29.9,88.0,2.94,archive,
La Mesa,2016-07-01,12.0,27.6,31.1,82.0,4.28,archive,
La Mesa,2016-07-02,18.5,26.9,30.2,86.0,3.72,archive,
La Mesa,2016-07-03,36.6,26.4,29.6,88.0,3.54,archive,
La Mesa,2016-07-04,24.9,26.8,29.7,86.0,3.3,archive,
La Mesa,2016-07-05,17.3,26.5,29.5,87.0,3.02,archive,
La Mesa,2016-07-06,17.2,26.2,28.7,89.0,3.56,archive,
La Mesa,2016-07-07,13.8,25.9,28.4,90.0,2.98,archive,
La Mesa,2016-07-08,39.1,25.0,25.9,94.0,1.44,archive,
La Mesa,2016-07-09,37.7,24.9,26.2,95.0,1.36,archive,
La Mesa,2016-07-10,22.3,25.5,27.4,93.0,2.04,archive,
La Mesa,2016-07-11,8.8,26.6,29.6,88.0,3.13,archive,
La Mesa,2016-07-12,2.2,27.2,29.7,85.0,4.56,archive,
La Mesa,2016-07-13,9.1,27.5,30.6,85.0,4.58,archive,
La Mesa,2016-07-14,11.6,27.0,30.0,86.0,4.28,archive,
La Mesa,2016-07-15,5.5,27.7,30.8,85.0,4.34,archive,
La Mesa,2016-07-16,6.1,27.8,30.6,83.0,4.61,archive,
La Mesa,2016-07-17,5.1,27.7,31.0,84.0,4.51,archive,
La Mesa,2016-07-18,3.8,28.1,31.2,78.0,4.73,archive,
La Mesa,2016-07-19,15.2,27.8,30.6,81.0,3.99,archive,
La Mesa,2016-07-20,4.8,27.6,30.7,84.0,4.28,archive,
La Mesa,2016-07-21,6.9,28.1,32.1,82.0,4.29,archive,
La Mesa,2016-07-22,19.4,27.5,30.8,86.0,4.12,archive,
La Mesa,2016-07-23,28.3,27.0,30.1,86.0,4.16,archive,
La Mesa,2016-07-24,10.8,26.7,29.7,87.0,3.47,archive,
La Mesa,2016-07-25,8.4,26.9,29.7,85.0,3.6,archive,
La Mesa,2016-07-26,4.6,27.8,31.1,82.0,4.4,archive,
La Mesa,2016-07-27,9.7,27.9,31.1,82.0,4.33,archive,
La Mesa,2016-07-28,4.8,28.2,31.0,81.0,4.23,archive,
La Mesa,2016-07-29,13.7,27.3,30.7,84.0,4.0,archive,
La Mesa,2016-07-30,3.3,26.5,28.5,88.0,2.8,archive,
La Mesa,2016-07-31,10.4,25.6,27.1,93.0,1.71,archive,
La Mesa,2016-08-01,17.0,25.8,27.9,91.0,2.56,archive,
La Mesa,2016-08-02,9.4,26.4,29.2,88.0,2.46,archive,
La Mesa,2016-08-03,8.8,27.1,30.3,85.0,3.97,archive,
La Mesa,2016-08-04,3.8,27.5,31.1,84.0,4.73,archive,
La Mesa,2016-08-05,12.0,26.8,30.2,86.0,4.15,archive,
La Mesa,2016-08-06,12.1,26.3,29.7,89.0,3.72,archive,
La Mesa,2016-08-07,18.5,25.2,26.7,93.0,2.0,archive,
La Mesa,2016-08-08,23.7,24.9,26.0,93.0,1.66,archive,
La Mesa,2016-08-09,28.9,25.3,26.5,93.0,1.87,archive,
La Mesa,2016-08-10,46.3,25.0,25.6,95.0,1.18,archive,
La Mesa,2016-08-11,37.5,25.4,27.0,93.0,2.06,archive,
La Mesa,2016-08-12,26.1,25.5,27.2,93.0,2.24,archive,
La Mesa,2016-08-13,30.8,25.3,26.6,93.0,2.08,archive,
La Mesa,2016-08-14,38.3,25.6,27.4,92.0,2.67,archive,
La Mesa,2016-08-15,30.0,25.9,27.6,92.0,2.75,archive,
La Mesa,2016-08-16,24.2,25.7,27.7,92.0,2.3,archive,
La Mesa,2016-08-17,21.2,26.0,28.4,92.0,3.24,archive,
La Mesa,2016-08-18,10.5,26.4,29.1,92.0,3.53,archive,
La Mesa,2016-08-19,9.2,26.3,28.8,91.0,3.41,archive,
La Mesa,2016-08-20,12.6,26.3,28.8,91.0,2.7,archive,
La Mesa,2016-08-21,18.2,26.1,28.8,90.0,3.08,archive,
La Mesa,2016-08-22,42.6,26.1,28.9,91.0,2.21,archive,
La Mesa,2016-08-23,3.7,26.2,28.7,91.0,3.52,archive,
La Mesa,2016-08-24,5.5,26.6,29.4,90.0,3.87,archive,
La Mesa,2016-08-25,11.8,26.2,28.3,91.0,3.16,archive,
La Mesa,2016-08-26,7.0,26.3,28.6,92.0,3.41,archive,
La Mesa,2016-08-27,14.6,26.0,27.8,91.0,2.82,archive,
La Mesa,2016-08-28,7.3,26.1,28.7,90.0,3.39,archive,
La Mesa,2016-08-29,10.5,26.1,28.2,91.0,2.55,archive,
La Mesa,2016-08-30,4.6,26.8,29.0,90.0,3.55,archive,
La Mesa,2016-08-31,5.4,26.7,28.8,87.0,3.35,archive,
La Mesa,2016-09-01,0.3,26.8,29.1,86.0,3.15,archive,
La Mesa,2016-09-02,0.0,27.0,29.4,85.0,4.27,archive,
La Mesa,2016-09-03,0.4,27.2,29.6,85.0,3.84,archive,
La Mesa,2016-09-04,10.9,26.3,28.3,91.0,2.89,archive,
La Mesa,2016-09-05,10.2,26.3,29.1,89.0,3.19,archive,
La Mesa,2016-09-06,0.4,27.0,30.3,85.0,3.49,archive,
La Mesa,2016-09-07,3.8,27.1,29.5,87.0,3.93,archive,
La Mesa,2016-09-08,26.3,26.8,30.0,87.0,4.02,archive,
La Mesa,2016-09-09,13.2,27.0,30.2,85.0,3.69,archive,
La Mesa,2016-09-10,7.0,27.3,30.7,84.0,3.81,archive,
La Mesa,2016-09-11,4.3,27.5,30.7,84.0,3.89,archive,
La Mesa,2016-09-12,8.3,26.9,30.5,85.0,4.04,archive,
La Mesa,2016-09-13,3.6,26.3,28.6,90.0,3.07,archive,
La Mesa,2016-09-14,7.9,26.1,28.7,90.0,2.88,archive,
La Mesa,2016-09-15,8.0,26.0,28.9,91.0,3.41,archive,
La Mesa,2016-09-16,5.8,26.0,28.2,89.0,2.84,archive,
La Mesa,2016-09-17,19.2,26.0,28.8,90.0,2.68,archive,
La Mesa,2016-09-18,6.5,26.0,27.4,91.0,2.63,archive,
La Mesa,2016-09-19,21.1,26.0,28.8,91.0,2.7,archive,
La Mesa,2016-09-20,17.2,26.4,29.4,88.0,2.75,archive,
La Mesa,2016-09-21,8.5,26.7,29.4,86.0,3.29,archive,
La Mesa,2016-09-22,16.3,26.4,29.2,89.0,2.53,archive,
La Mesa,2016-09-23,24.3,26.2,28.8,88.0,3.42,archive,
La Mesa,2016-09-24,6.9,26.8,29.8,86.0,3.92,archive,
La Mesa,2016-09-25,21.7,26.5,30.1,88.0,3.83,archive,
La Mesa,2016-09-26,24.6,26.1,29.3,90.0,3.43,archive,
La Mesa,2016-09-27,19.3,25.6,27.3,92.0,2.29,archive,
La Mesa,2016-09-28,17.2,25.0,26.3,94.0,1.57,archive,
La Mesa,2016-09-29,8.5,25.1,27.0,93.0,1.99,archive,
La Mesa,2016-09-30,4.9,25.3,27.6,90.0,2.88,archive,
La Mesa,2016-10-01,3.5,26.1,29.2,88.0,3.71,archive,
La Mesa,2016-10-02,1.8,26.4,28.9,88.0,3.26,archive,
La Mesa,2016-10-03,8.2,25.9,28.2,91.0,2.74,archive,
La Mesa,2016-10-04,22.9,25.7,27.9,91.0,2.14,archive,
La Mesa,2016-10-05,9.4,26.4,29.5,87.0,3.09,archive,
La Mesa,2016-10-06,14.4,25.8,28.1,90.0,2.05,archive,
La Mesa,2016-10-07,19.2,25.6,27.7,92.0,1.75,archive,
La Mesa,2016-10-08,11.7,26.0,28.6,91.0,2.45,archive,
La Mesa,2016-10-09,13.8,26.0,28.4,91.0,2.09,archive,
La Mesa,2016-10-10,7.8,25.9,28.6,91.0,2.49,archive,
La Mesa,2016-10-11,16.5,26.3,30.0,89.0,2.79,archive,
La Mesa,2016-10-12,13.8,25.9,27.7,91.0,1.99,archive,
La Mesa,2016-10-13,6.8,25.9,28.3,88.0,2.51,archive,
La Mesa,2016-10-14,0.8,26.7,30.0,84.0,3.89,archive,
La Mesa,2016-10-15,44.6,25.3,25.8,92.0,0.97,archive,
La Mesa,2016-10-16,100.7,25.2,26.2,93.0,1.01,archive,
La Mesa,2016-10-17,3.7,26.2,29.0,90.0,2.29,archive,
La Mesa,2016-10-18,11.0,26.9,30.4,88.0,3.82,archive,
La Mesa,2016-10-19,6.6,26.2,28.3,89.0,2.44,archive,
La Mesa,2016-10-20,14.1,25.7,27.5,91.0,2.21,archive,
La Mesa,2016-10-21,7.6,26.6,29.5,89.0,2.83,archive,
La Mesa,2016-10-22,4.1,27.1,30.4,87.0,3.2,archive,
La Mesa,2016-10-23,1.6,27.6,30.8,84.0,3.77,archive,
La Mesa,2016-10-24,0.4,27.4,30.6,82.0,3.76,archive,
La Mesa,2016-10-25,0.0,27.1,30.5,78.0,4.19,archive,
La Mesa,2016-10-26,0.4,27.0,29.4,82.0,3.27,archive,
La Mesa,2016-10-27,0.0,27.2,30.0,81.0,3.81,archive,
La Mesa,2016-10-28,0.1,27.0,29.4,83.0,3.79,archive,
La Mesa,2016-10-29,0.0,27.3,30.1,79.0,3.94,archive,
La Mesa,2016-10-30,0.0,26.6,29.2,82.0,3.65,archive,
La Mesa,2016-10-31,0.0,26.9,29.7,81.0,3.83,archive,
La Mesa,2016-11-01,0.2,26.5,28.4,81.0,3.17,archive,
La Mesa,2016-11-02,1.6,26.3,28.3,82.0,3.24,archive,
La Mesa,2016-11-03,1.0,26.4,28.8,82.0,3.32,archive,
La Mesa,2016-11-04,3.8,25.7,28.4,87.0,2.08,archive,
La Mesa,2016-11-05,3.3,26.4,29.6,86.0,3.34,archive,
La Mesa,2016-11-06,1.8,26.5,29.9,84.0,3.53,archive,
La Mesa,2016-11-07,0.0,26.3,29.0,79.0,3.82,archive,
La Mesa,2016-11-08,0.0,25.8,29.2,75.0,4.07,archive,
La Mesa,2016-11-09,0.0,25.3,28.4,74.0,4.03,archive,
La Mesa,2016-11-10,0.3,25.8,29.5,78.0,3.52,archive,
La Mesa,2016-11-11,0.1,25.9,28.5,81.0,3.24,archive,
La Mesa,2016-11-12,0.0,26.4,29.3,79.0,3.54,archive,
La Mesa,2016-11-13,0.0,26.5,29.6,75.0,4.13,archive,
La Mesa,2016-11-14,0.0,26.7,29.7,78.0,3.42,archive,
La Mesa,2016-11-15,1.0,26.5,28.9,84.0,2.81,archive,
La Mesa,2016-11-16,0.3,26.8,29.5,82.0,3.3,archive,
La Mesa,2016-11-17,0.1,26.7,29.3,83.0,3.36,archive,
La Mesa,2016-11-18,0.0,26.7,29.4,82.0,3.07,archive,
La Mesa,2016-11-19,2.7,26.2,28.2,85.0,2.38,archive,
La Mesa,2016-11-20,0.0,26.9,29.8,80.0,3.42,archive,
La Mesa,2016-11-21,0.0,26.9,30.8,79.0,3.93,archive,
La Mesa,2016-11-22,0.1,26.3,30.5,79.0,3.88,archive,
La Mesa,2016-11-23,0.0,26.7,30.4,78.0,3.97,archive,
La Mesa,2016-11-24,0.0,26.4,30.1,78.0,3.86,archive,
La Mesa,2016-11-25,27.6,24.8,25.4,89.0,1.06,archive,
La Mesa,2016-11-26,8.7,25.8,27.4,88.0,1.71,archive,
La Mesa,2016-11-27,0.6,26.8,29.4,87.0,3.02,archive,
La Mesa,2016-11-28,0.0,26.8,30.0,85.0,3.58,archive,
La Mesa,2016-11-29,0.0,26.4,28.9,82.0,3.22,archive,
La Mesa,2016-11-30,0.0,26.3,28.6,82.0,3.34,archive,
La Mesa,2016-12-01,0.0,26.8,29.9,79.0,3.77,archive,
La Mesa,2016-12-02,0.0,26.2,28.5,81.0,3.14,archive,
La Mesa,2016-12-03,0.0,26.3,28.8,80.0,3.42,archive,
La Mesa,2016-12-04,0.3,26.6,29.6,79.0,3.41,archive,
La Mesa,2016-12-05,0.1,26.5,29.4,83.0,3.21,archive,
La Mesa,2016-12-06,0.0,26.8,29.8,76.0,4.04,archive,
La Mesa,2016-12-07,25.6,25.9,28.3,83.0,2.46,archive,
La Mesa,2016-12-08,7.6,26.0,28.7,87.0,2.75,archive,
La Mesa,2016-12-09,3.0,26.0,28.5,87.0,2.37,archive,
La Mesa,2016-12-10,17.7,26.0,29.3,87.0,2.61,archive,
La Mesa,2016-12-11,2.6,26.0,28.0,85.0,2.22,archive,
La Mesa,2016-12-12,0.6,26.1,28.7,83.0,2.55,archive,
La Mesa,2016-12-13,47.3,25.0,26.3,93.0,0.84,archive,
La Mesa,2016-12-14,51.2,25.3,27.0,92.0,1.51,archive,
La Mesa,2016-12-15,9.4,25.2,27.1,85.0,2.2,archive,
La Mesa,2016-12-16,17.2,24.3,25.7,87.0,1.44,archive,
La Mesa,2016-12-17,11.3,24.1,25.4,83.0,2.08,archive,
La Mesa,2016-12-18,2.5,24.8,26.6,82.0,2.35,archive,
La Mesa,2016-12-19,0.0,25.7,28.3,81.0,3.3,archive,
La Mesa,2016-12-20,0.0,26.1,29.3,82.0,3.31,archive,
La Mesa,2016-12-21,0.1,25.7,28.1,85.0,2.8,archive,
La Mesa,2016-12-22,0.0,25.6,29.6,82.0,3.62,archive,
La Mesa,2016-12-23,0.0,25.6,28.7,78.0,3.97,archive,
La Mesa,2016-12-24,0.0,25.5,28.0,80.0,3.36,archive,
La Mesa,2016-12-25,0.7,26.1,28.6,77.0,3.44,archive,
La Mesa,2016-12-26,7.1,25.6,27.2,86.0,1.62,archive,
La Mesa,2016-12-27,1.7,26.5,29.6,88.0,2.79,archive,
La Mesa,2016-12-28,3.0,26.4,29.0,85.0,3.04,archive,
La Mesa,2016-12-29,1.6,26.4,29.7,82.0,3.33,archive,
La Mesa,2016-12-30,0.0,26.1,28.7,80.0,3.52,archive,
La Mesa,2016-12-31,6.6,25.5,28.6,86.0,2.16,archive,
La Mesa,2017-01-01,0.8,26.0,29.4,76.0,4.23,archive,
La Mesa,2017-01-02,0.0,26.0,29.7,72.0,4.07,archive,
La Mesa,2017-01-03,0.0,26.0,29.5,76.0,3.49,archive,
La Mesa,2017-01-04,2.7,26.0,29.6,80.0,2.71,archive,
La Mesa,2017-01-05,12.7,25.5,29.0,83.0,2.11,archive,
La Mesa,2017-01-06,0.1,24.3,29.5,81.0,3.54,archive,
La Mesa,2017-01-07,0.0,24.3,29.6,79.0,4.03,archive,
La Mesa,2017-01-08,0.9,23.7,29.0,86.0,2.88,archive,
La Mesa,2017-01-09,0.0,24.3,29.8,82.0,3.08,archive,
La Mesa,2017-01-10,32.6,24.3,25.7,91.0,0.8,archive,
La Mesa,2017-01-11,15.1,24.8,28.0,87.0,1.74,archive,
La Mesa,2017-01-12,2.9,25.3,30.1,86.0,2.83,archive,
La Mesa,2017-01-13,0.1,25.8,30.9,81.0,3.42,archive,
La Mesa,2017-01-14,0.1,25.7,29.2,80.0,2.98,archive,
La Mesa,2017-01-15,1.0,25.7,29.4,80.0,2.99,archive,
La Mesa,2017-01-16,0.0,24.8,28.1,77.0,2.95,archive,
La Mesa,2017-01-17,0.0,24.0,28.9,77.0,3.59,archive,
La Mesa,2017-01-18,0.0,24.3,29.0,74.0,3.94,archive,
La Mesa,2017-01-19,0.1,24.4,29.1,76.0,3.18,archive,
La Mesa,2017-01-20,0.0,24.9,29.4,77.0,3.44,archive,
La Mesa,2017-01-21,0.0,24.9,29.1,75.0,3.8,archive,
La Mesa,2017-01-22,12.1,24.6,28.4,84.0,2.29,archive,
La Mesa,2017-01-23,30.0,24.8,27.3,91.0,1.64,archive,
La Mesa,2017-01-24,2.3,25.0,27.9,85.0,2.1,archive,
La Mesa,2017-01-25,0.8,24.9,28.1,79.0,2.82,archive,
La Mesa,2017-01-26,0.4,24.2,27.4,80.0,2.04,archive,
La Mesa,2017-01-27,0.7,24.0,27.7,77.0,3.1,archive,
La Mesa,2017-01-28,1.0,24.8,28.7,77.0,3.14,archive,
La Mesa,2017-01-29,0.1,24.6,29.2,80.0,2.36,archive,
La Mesa,2017-01-30,13.9,25.7,30.3,82.0,2.91,archive,
La Mesa,2017-01-31,0.3,25.9,28.9,80.0,3.18,archive,
La Mesa,2017-02-01,19.5,26.0,29.0,86.0,2.33,archive,
La Mesa,2017-02-02,14.7,24.8,27.6,89.0,2.11,archive,
La Mesa,2017-02-03,1.1,24.9,28.6,80.0,3.23,archive,
La Mesa,2017-02-04,0.0,24.4,29.1,75.0,3.78,archive,
La Mesa,2017-02-05,0.2,24.5,28.8,81.0,3.35,archive,
La Mesa,2017-02-06,0.2,24.4,28.0,78.0,2.75,archive,
La Mesa,2017-02-07,0.0,24.5,29.0,75.0,3.99,archive,
La Mesa,2017-02-08,0.0,24.5,29.2,78.0,3.55,archive,
La Mesa,2017-02-09,0.7,24.9,29.7,81.0,3.72,archive,
La Mesa,2017-02-10,0.7,24.5,28.3,74.0,3.82,archive,
La Mesa,2017-02-11,0.1,22.9,26.5,75.0,2.92,archive,
La Mesa,2017-02-12,0.3,23.0,27.2,74.0,3.97,archive,
La Mesa,2017-02-13,0.0,22.9,27.3,74.0,3.96,archive,
La Mesa,2017-02-14,0.0,22.3,26.5,69.0,4.31,archive,
La Mesa,2017-02-15,0.0,22.8,27.6,67.0,4.6,archive,
La Mesa,2017-02-16,0.0,23.5,28.8,69.0,4.33,archive,
La Mesa,2017-02-17,0.5,24.8,29.7,75.0,2.62,archive,
La Mesa,2017-02-18,31.9,25.3,29.5,88.0,2.41,archive,
La Mesa,2017-02-19,2.1,24.2,26.5,85.0,2.07,archive,
La Mesa,2017-02-20,0.3,25.8,31.5,80.0,3.9,archive,
La Mesa,2017-02-21,0.3,26.2,31.2,79.0,4.04,archive,
La Mesa,2017-02-22,0.0,25.7,31.0,77.0,3.73,archive,
La Mesa,2017-02-23,0.1,25.6,29.8,81.0,3.94,archive,
La Mesa,2017-02-24,13.1,25.7,30.1,84.0,2.53,archive,
La Mesa,2017-02-25,0.1,26.8,31.4,74.0,4.15,archive,
La Mesa,2017-02-26,0.5,26.4,30.4,79.0,2.98,archive,
La Mesa,2017-02-27,0.1,26.7,30.8,75.0,4.45,archive,
La Mesa,2017-02-28,0.4,26.6,31.1,73.0,4.04,archive,
La Mesa,2017-03-01,0.8,26.4,30.5,75.0,3.4,archive,
La Mesa,2017-03-02,5.2,25.6,28.9,81.0,2.61,archive,
La Mesa,2017-03-03,1.9,26.0,30.0,74.0,3.29,archive,
La Mesa,2017-03-04,6.7,25.4,28.5,81.0,1.98,archive,
La Mesa,2017-03-05,0.1,26.3,31.5,74.0,4.04,archive,
La Mesa,2017-03-06,0.1,25.7,30.2,77.0,4.57,archive,
La Mesa,2017-03-07,0.0,25.7,31.8,71.0,5.01,archive,
La Mesa,2017-03-08,0.1,25.8,31.1,73.0,4.32,archive,
La Mesa,2017-03-09,0.2,25.9,31.2,71.0,4.85,archive,
La Mesa,2017-03-10,0.0,25.6,31.7,72.0,4.04,archive,
La Mesa,2017-03-11,0.0,26.2,32.5,70.0,5.02,archive,
La Mesa,2017-03-12,0.0,26.8,33.0,65.0,5.55,archive,
La Mesa,2017-03-13,0.0,26.9,31.3,71.0,4.04,archive,
La Mesa,2017-03-14,0.1,28.5,33.8,69.0,3.93,archive,
La Mesa,2017-03-15,0.2,27.6,32.8,69.0,4.68,archive,
La Mesa,2017-03-16,0.1,27.0,31.5,66.0,3.72,archive,
La Mesa,2017-03-17,0.6,26.4,31.5,68.0,4.33,archive,
La Mesa,2017-03-18,0.0,26.6,32.0,64.0,5.7,archive,
La Mesa,2017-03-19,0.0,26.4,32.2,67.0,5.26,archive,
La Mesa,2017-03-20,0.0,26.3,33.0,66.0,5.29,archive,
La Mesa,2017-03-21,2.8,26.0,31.0,75.0,2.73,archive,
La Mesa,2017-03-22,6.0,27.9,33.2,74.0,4.6,archive,
La Mesa,2017-03-23,1.7,28.5,33.3,74.0,4.69,archive,
La Mesa,2017-03-24,0.3,29.1,35.9,71.0,5.72,archive,
La Mesa,2017-03-25,0.8,28.4,34.2,70.0,5.19,archive,
La Mesa,2017-03-26,0.0,28.9,34.8,67.0,5.17,archive,
La Mesa,2017-03-27,0.7,28.3,33.1,67.0,4.85,archive,
La Mesa,2017-03-28,0.3,28.1,32.4,64.0,5.19,archive,
La Mesa,2017-03-29,0.0,28.1,33.5,63.0,5.45,archive,
La Mesa,2017-03-30,0.0,28.1,34.5,62.0,6.08,archive,
La Mesa,2017-03-31,0.0,28.0,33.6,65.0,5.48,archive,
La Mesa,2017-04-01,1.7,28.3,33.5,67.0,5.05,archive,
La Mesa,2017-04-02,0.0,27.1,30.7,66.0,4.66,archive,
La Mesa,2017-04-03,0.0,26.1,30.2,59.0,6.1,archive,
La Mesa,2017-04-04,0.0,26.8,32.1,58.0,6.41,archive,
La Mesa,2017-04-05,0.2,26.7,31.7,63.0,4.1,archive,
La Mesa,2017-04-06,0.1,27.8,33.0,64.0,4.46,archive,
La Mesa,2017-04-07,0.0,28.8,35.8,65.0,5.63,archive,
La Mesa,2017-04-08,2.6,29.4,34.2,67.0,3.97,archive,
La Mesa,2017-04-09,0.0,30.3,35.7,64.0,5.02,archive,
La Mesa,2017-04-10,0.0,29.7,34.4,67.0,4.89,archive,
La Mesa,2017-04-11,0.9,29.7,33.8,66.0,4.77,archive,
La Mesa,2017-04-12,0.2,29.9,35.4,64.0,5.22,archive,
La Mesa,2017-04-13,0.0,29.3,35.8,61.0,5.72,archive,
La Mesa,2017-04-14,0.0,29.4,36.4,60.0,6.04,archive,
La Mesa,2017-04-15,0.5,29.2,35.7,64.0,5.32,archive,
La Mesa,2017-04-16,0.9,29.0,33.1,67.0,3.75,archive,
La Mesa,2017-04-17,6.6,28.6,34.6,76.0,4.65,archive,
La Mesa,2017-04-18,1.0,29.0,34.6,75.0,5.1,archive,
La Mesa,2017-04-19,1.5,29.5,33.8,72.0,5.03,archive,
La Mesa,2017-04-20,1.1,29.6,34.4,70.0,4.68,archive,
La Mesa,2017-04-21,1.1,29.8,34.4,72.0,4.41,archive,
La Mesa,2017-04-22,3.9,28.7,33.1,76.0,3.83,archive,
La Mesa,2017-04-23,5.5,28.6,33.5,76.0,4.73,archive,
La Mesa,2017-04-24,6.8,28.9,35.0,74.0,5.05,archive,
La Mesa,2017-04-25,19.1,28.4,32.7,79.0,4.36,archive,
La Mesa,2017-04-26,0.1,28.9,33.4,73.0,5.19,archive,
La Mesa,2017-04-27,2.0,28.9,34.4,74.0,4.51,archive,
La Mesa,2017-04-28,0.7,29.6,34.0,69.0,5.31,archive,
La Mesa,2017-04-29,1.4,29.9,34.8,68.0,5.17,archive,
La Mesa,2017-04-30,0.9,29.2,33.9,73.0,4.57,archive,
La Mesa,2017-05-01,4.6,29.2,33.9,72.0,4.55,archive,
La Mesa,2017-05-02,5.9,28.7,35.0,79.0,4.11,archive,
La Mesa,2017-05-03,8.3,28.6,34.3,80.0,4.57,archive,
La Mesa,2017-05-04,4.5,29.0,34.9,76.0,4.74,archive,
La Mesa,2017-05-05,2.9,29.4,35.1,72.0,4.97,archive,
La Mesa,2017-05-06,6.3,29.0,34.2,73.0,4.2,archive,
La Mesa,2017-05-07,1.8,29.5,35.1,72.0,4.9,archive,
La Mesa,2017-05-08,0.0,29.5,34.8,70.0,5.33,archive,
La Mesa,2017-05-09,13.1,29.2,35.1,72.0,4.87,archive,
La Mesa,2017-05-10,0.1,30.5,35.8,66.0,5.24,archive,
La Mesa,2017-05-11,1.1,29.8,34.8,67.0,5.6,archive,
La Mesa,2017-05-12,1.6,30.8,36.7,62.0,6.02,archive,
La Mesa,2017-05-13,0.3,30.9,37.2,62.0,5.49,archive,
La Mesa,2017-05-14,0.0,31.2,37.7,59.0,6.69,archive,
La Mesa,2017-05-15,0.3,30.8,36.1,61.0,5.3,archive,
La Mesa,2017-05-16,4.6,29.7,34.9,71.0,5.06,archive,
La Mesa,2017-05-17,14.7,29.2,33.4,77.0,4.32,archive,
La Mesa,2017-05-18,6.1,28.8,33.7,81.0,4.32,archive,
La Mesa,2017-05-19,8.7,29.4,34.8,77.0,4.93,archive,
La Mesa,2017-05-20,0.3,28.8,31.5,80.0,3.31,archive,
La Mesa,2017-05-21,13.5,28.3,32.5,83.0,4.17,archive,
La Mesa,2017-05-22,16.1,27.5,31.3,88.0,3.43,archive,
La Mesa,2017-05-23,19.9,27.2,31.0,89.0,3.04,archive,
La Mesa,2017-05-24,22.4,27.4,29.7,89.0,3.01,archive,
La Mesa,2017-05-25,24.5,27.5,30.2,89.0,3.15,archive,
La Mesa,2017-05-26,12.8,27.2,31.1,89.0,3.64,archive,
La Mesa,2017-05-27,16.0,27.2,31.7,89.0,3.32,archive,
La Mesa,2017-05-28,4.8,28.0,32.5,85.0,4.42,archive,
La Mesa,2017-05-29,7.0,28.1,32.8,84.0,4.47,archive,
La Mesa,2017-05-30,14.2,27.8,32.5,86.0,4.07,archive,
La Mesa,2017-05-31,3.2,28.0,32.4,85.0,5.03,archive,
La Mesa,2017-06-01,1.6,28.8,32.2,81.0,5.09,archive,
La Mesa,2017-06-02,10.9,28.5,31.5,84.0,4.18,archive,
La Mesa,2017-06-03,25.9,27.7,30.8,87.0,3.75,archive,
La Mesa,2017-06-04,20.3,27.7,31.3,87.0,4.17,archive,
La Mesa,2017-06-05,15.1,27.2,30.8,87.0,3.94,archive,
La Mesa,2017-06-06,5.0,28.1,32.5,84.0,4.29,archive,
La Mesa,2017-06-07,8.5,27.3,30.4,87.0,3.74,archive,
La Mesa,2017-06-08,9.0,27.9,31.9,84.0,4.0,archive,
La Mesa,2017-06-09,26.2,27.9,31.2,87.0,3.59,archive,
La Mesa,2017-06-10,10.5,26.7,30.0,89.0,2.53,archive,
La Mesa,2017-06-11,19.1,27.2,31.5,87.0,3.77,archive,
La Mesa,2017-06-12,5.2,27.9,31.8,83.0,4.33,archive,
La Mesa,2017-06-13,0.3,28.7,33.2,76.0,5.18,archive,
La Mesa,2017-06-14,4.5,28.3,32.7,82.0,4.47,archive,
La Mesa,2017-06-15,14.3,27.2,31.5,89.0,3.77,archive,
La Mesa,2017-06-16,0.0,28.3,32.4,83.0,5.17,archive,
La Mesa,2017-06-17,0.8,28.6,32.4,81.0,5.0,archive,
La Mesa,2017-06-18,1.0,28.3,32.2,81.0,4.69,archive,
La Mesa,2017-06-19,8.7,27.9,31.8,84.0,4.21,archive,
La Mesa,2017-06-20,14.7,27.6,31.6,85.0,4.75,archive,
La Mesa,2017-06-21,8.2,27.6,30.6,84.0,4.23,archive,
La Mesa,2017-06-22,13.9,27.2,30.4,87.0,3.79,archive,
